location,day,number of orders,percentage of deliveries
Midtown,2018-08-17,970,0.10927835051546392
Midtown,2018-08-18,558,0.11290322580645161
Midtown,2018-08-19,549,0.08743169398907104
Midtown,2018-08-20,1024,0.10546875
Midtown,2018-08-21,1014,0.10749506903353057
Midtown,2018-08-22,977,0.10440122824974411
Midtown,2018-08-23,991,0.09687184661957618
Midtown,2018-08-24,991,0.10797174571140263
Midtown,2018-08-25,513,0.08576998050682261
Midtown,2018-08-26,539,0.11131725417439703
Midtown,2018-08-27,983,0.08240081383519837
Midtown,2018-08-28,877,0.10262257696693272
Midtown,2018-08-29,899,0.10901001112347053
Midtown,2018-08-30,945,0.10264550264550265
Midtown,2018-08-31,991,0.10393541876892028
Midtown,2018-09-01,549,0.08925318761384335
Midtown,2018-09-02,537,0.1042830540037244
Midtown,2018-09-03,487,0.10677618069815195
Midtown,2018-09-04,928,0.08189655172413793
Midtown,2018-09-05,936,0.13034188034188035
Midtown,2018-09-06,922,0.14859002169197397
Midtown,2018-09-07,997,0.10130391173520562
Midtown,2018-09-08,603,0.06633499170812604
Midtown,2018-09-09,624,0.07371794871794872
Midtown,2018-09-10,1080,0.12314814814814815
Midtown,2018-09-11,977,0.0992835209825998
Midtown,2018-09-12,986,0.08924949290060852
Midtown,2018-09-13,1060,0.1
Midtown,2018-09-14,1000,0.099
Midtown,2018-09-15,502,0.0796812749003984
Midtown,2018-09-16,535,0.11775700934579439
Midtown,2018-09-17,968,0.09710743801652892
Midtown,2018-09-18,1012,0.15019762845849802
Midtown,2018-09-19,973,0.10585817060637205
Midtown,2018-09-20,977,0.1023541453428864
Midtown,2018-09-21,1073,0.09040074557315937
Midtown,2018-09-22,565,0.08849557522123894
Midtown,2018-09-23,546,0.08791208791208792
Midtown,2018-09-24,1023,0.08406647116324535
Midtown,2018-09-25,1060,0.12452830188679245
Midtown,2018-09-26,1020,0.10980392156862745
Midtown,2018-09-27,1010,0.09702970297029703
Midtown,2018-09-28,1083,0.0904893813481071
Midtown,2018-09-29,610,0.09180327868852459
Midtown,2018-09-30,572,0.08391608391608392
Midtown,2018-10-01,1068,0.0945692883895131
Midtown,2018-10-02,1072,0.0914179104477612
Midtown,2018-10-03,1110,0.0936936936936937
Midtown,2018-10-04,1085,0.10691244239631337
Midtown,2018-10-05,1098,0.10018214936247723
Midtown,2018-10-06,685,0.10364963503649635
Midtown,2018-10-07,596,0.09899328859060402
Midtown,2018-10-08,603,0.0812603648424544
Midtown,2018-10-09,1096,0.08394160583941605
Midtown,2018-10-10,1117,0.09579230080572963
Midtown,2018-10-11,1078,0.12523191094619665
Midtown,2018-10-12,1150,0.09391304347826086
Midtown,2018-10-13,596,0.07046979865771812
Midtown,2018-10-14,572,0.09265734265734266
Midtown,2018-10-15,1097,0.09662716499544212
Midtown,2018-10-16,1121,0.09009812667261374
Midtown,2018-10-17,1126,0.08259325044404973
Midtown,2018-10-18,1150,0.09478260869565218
Midtown,2018-10-19,1167,0.07455012853470437
Midtown,2018-10-20,596,0.09060402684563758
Midtown,2018-10-21,606,0.09075907590759076
Midtown,2018-10-22,1067,0.08622305529522024
Midtown,2018-10-23,1163,0.09888220120378331
Midtown,2018-10-24,1077,0.08913649025069638
Midtown,2018-10-25,1134,0.10582010582010581
Midtown,2018-10-26,1192,0.07802013422818792
Midtown,2018-10-27,672,0.08779761904761904
Midtown,2018-10-28,575,0.05565217391304348
Midtown,2018-10-29,1178,0.08828522920203735
Midtown,2018-10-30,1174,0.07240204429301533
Midtown,2018-10-31,1157,0.09766637856525497
Midtown,2018-11-01,1116,0.09767025089605735
Midtown,2018-11-02,1222,0.12520458265139117
Midtown,2018-11-03,622,0.06752411575562701
Midtown,2018-11-04,903,0.048726467331118496
Midtown,2018-11-05,1113,0.0853548966756514
Midtown,2018-11-06,1190,0.12605042016806722
Midtown,2018-11-07,1173,0.0937766410912191
Midtown,2018-11-08,1099,0.09736123748862602
Midtown,2018-11-09,1160,0.11637931034482758
Midtown,2018-11-10,555,0.0936936936936937
Midtown,2018-11-11,621,0.10144927536231885
Midtown,2018-11-12,604,0.09768211920529801
Midtown,2018-11-13,1143,0.09536307961504811
Midtown,2018-11-14,1128,0.10460992907801418
Midtown,2018-11-15,1150,0.14869565217391303
Midtown,2018-11-16,1129,0.09388839681133747
Midtown,2018-11-17,634,0.07886435331230283
Midtown,2018-11-18,609,0.1116584564860427
Midtown,2018-11-19,1104,0.07789855072463768
Midtown,2018-11-20,1165,0.10042918454935622
Midtown,2018-11-21,1118,0.09660107334525939
Midtown,2018-11-22,550,0.13272727272727272
Midtown,2018-11-23,1153,0.15177797051170858
Midtown,2018-11-24,644,0.10559006211180125
Midtown,2018-11-25,662,0.07401812688821752
Midtown,2018-11-26,1240,0.09919354838709678
Midtown,2018-11-27,1153,0.09540329575021683
Midtown,2018-11-28,1148,0.11062717770034843
Midtown,2018-11-29,1168,0.10102739726027397
Midtown,2018-11-30,1181,0.1126164267569856
Midtown,2018-12-01,634,0.1056782334384858
Midtown,2018-12-02,662,0.07250755287009064
Midtown,2018-12-03,1126,0.09502664298401421
Midtown,2018-12-04,1167,0.11825192802056556
Midtown,2018-12-05,1051,0.1170313986679353
Midtown,2018-12-06,1129,0.11603188662533215
Midtown,2018-12-07,1101,0.1271571298819255
Midtown,2018-12-08,596,0.1174496644295302
Midtown,2018-12-09,606,0.10066006600660066
Midtown,2018-12-10,1150,0.11217391304347826
Midtown,2018-12-11,1115,0.10672645739910314
Midtown,2018-12-12,1115,0.10672645739910314
Midtown,2018-12-13,1097,0.11212397447584321
Midtown,2018-12-14,1177,0.09005947323704333
Midtown,2018-12-15,650,0.07230769230769231
Midtown,2018-12-16,555,0.12612612612612611
Midtown,2018-12-17,1089,0.08907254361799816
Midtown,2018-12-18,1118,0.11806797853309481
Midtown,2018-12-19,1153,0.10060711188204684
Midtown,2018-12-20,1106,0.0922242314647378
Midtown,2018-12-21,1178,0.1307300509337861
Midtown,2018-12-22,627,0.08452950558213716
Midtown,2018-12-23,655,0.09923664122137404
Midtown,2018-12-24,1231,0.10885458976441917
Midtown,2018-12-25,638,0.10344827586206896
Midtown,2018-12-26,1143,0.09623797025371829
Midtown,2018-12-27,1152,0.10416666666666667
Midtown,2018-12-28,1215,0.14320987654320988
Midtown,2018-12-29,652,0.09662576687116564
Midtown,2018-12-30,592,0.0929054054054054
Midtown,2018-12-31,1138,0.12302284710017575
NYU,2018-01-01,1004,0.16235059760956175
NYU,2018-01-02,1063,0.1523988711194732
NYU,2018-01-03,1062,0.14030131826741996
NYU,2018-01-04,1050,0.13238095238095238
NYU,2018-01-05,940,0.1776595744680851
NYU,2018-01-06,971,0.15242018537590113
NYU,2018-01-07,1046,0.16634799235181644
NYU,2018-01-08,1108,0.12454873646209386
NYU,2018-01-09,1183,0.10989010989010989
NYU,2018-01-10,1171,0.10418445772843724
NYU,2018-01-11,1149,0.08093994778067885
NYU,2018-01-12,1197,0.0935672514619883
NYU,2018-01-13,1193,0.12070410729253982
NYU,2018-01-14,1143,0.16972878390201224
NYU,2018-01-15,1235,0.1522267206477733
NYU,2018-01-16,1245,0.12449799196787148
NYU,2018-01-17,1264,0.12420886075949367
NYU,2018-01-18,1211,0.12138728323699421
NYU,2018-01-19,1196,0.10953177257525083
NYU,2018-01-20,1316,0.09574468085106383
NYU,2018-01-21,1268,0.08990536277602523
NYU,2018-01-22,1335,0.09288389513108614
NYU,2018-01-23,1367,0.08485735186539868
NYU,2018-01-24,1226,0.12071778140293637
NYU,2018-01-25,1261,0.13005551149881048
NYU,2018-01-26,1259,0.12629070691024621
NYU,2018-01-27,1265,0.07905138339920949
NYU,2018-01-28,1346,0.08395245170876671
NYU,2018-01-29,1284,0.06931464174454828
NYU,2018-01-30,1249,0.11689351481184948
NYU,2018-01-31,1239,0.13317191283292978
NYU,2018-02-01,1331,0.10743801652892562
NYU,2018-02-02,1236,0.13754045307443366
NYU,2018-02-03,1251,0.12390087929656275
NYU,2018-02-04,1375,0.136
NYU,2018-02-05,1299,0.11162432640492687
NYU,2018-02-06,1284,0.0911214953271028
NYU,2018-02-07,1231,0.15678310316815597
NYU,2018-02-08,1232,0.12743506493506493
NYU,2018-02-09,1361,0.13886847905951505
NYU,2018-02-10,1339,0.13666915608663183
NYU,2018-02-11,1287,0.10023310023310024
NYU,2018-02-12,1312,0.09375
NYU,2018-02-13,1271,0.1054287962234461
NYU,2018-02-14,1298,0.08628659476117104
NYU,2018-02-15,1287,0.08469308469308469
NYU,2018-02-16,1283,0.09664848012470771
NYU,2018-02-17,1281,0.11397345823575332
NYU,2018-02-18,1303,0.10130468150422103
NYU,2018-02-19,1296,0.07947530864197531
NYU,2018-02-20,1334,0.08995502248875563
NYU,2018-02-21,1278,0.09859154929577464
NYU,2018-02-22,1284,0.0926791277258567
NYU,2018-02-23,1335,0.10786516853932585
NYU,2018-02-24,1301,0.08993082244427364
NYU,2018-02-25,1215,0.09135802469135802
NYU,2018-02-26,1283,0.08651597817614964
NYU,2018-02-27,1308,0.08486238532110092
NYU,2018-02-28,1347,0.09279881217520415
NYU,2018-03-01,1327,0.08741522230595328
NYU,2018-03-02,1298,0.150231124807396
NYU,2018-03-03,1330,0.08195488721804511
NYU,2018-03-04,1269,0.08825847123719464
NYU,2018-03-05,1311,0.11136536994660565
NYU,2018-03-06,1272,0.09905660377358491
NYU,2018-03-07,1237,0.11398544866612773
NYU,2018-03-08,1274,0.09733124018838304
NYU,2018-03-09,1317,0.10250569476082004
NYU,2018-03-10,1270,0.10078740157480315
NYU,2018-03-11,1276,0.0877742946708464
NYU,2018-03-12,1305,0.10804597701149425
NYU,2018-03-13,1318,0.11305007587253414
NYU,2018-03-14,1295,0.10038610038610038
NYU,2018-03-15,1239,0.08635996771589992
NYU,2018-03-16,1285,0.11673151750972763
NYU,2018-03-17,1255,0.09402390438247012
NYU,2018-03-18,1215,0.09547325102880659
NYU,2018-03-19,1323,0.09977324263038549
NYU,2018-03-20,1290,0.10310077519379846
NYU,2018-03-21,1237,0.12368633791430882
NYU,2018-03-22,1266,0.08767772511848342
NYU,2018-03-23,1312,0.07621951219512195
NYU,2018-03-24,1324,0.08836858006042296
NYU,2018-03-25,1207,0.1035625517812759
NYU,2018-03-26,1315,0.09429657794676806
NYU,2018-03-27,1338,0.09641255605381166
NYU,2018-03-28,1292,0.08281733746130031
NYU,2018-03-29,1271,0.08103855232100708
NYU,2018-03-30,1337,0.08077786088257292
NYU,2018-03-31,1349,0.07190511489992588
NYU,2018-04-01,1277,0.07361002349256068
NYU,2018-04-02,1256,0.11226114649681529
NYU,2018-04-03,1216,0.09539473684210527
NYU,2018-04-04,1312,0.08689024390243902
NYU,2018-04-05,1282,0.10062402496099844
NYU,2018-04-06,1296,0.08564814814814815
NYU,2018-04-07,1255,0.09402390438247012
NYU,2018-04-08,1326,0.09653092006033183
NYU,2018-04-09,1270,0.0984251968503937
NYU,2018-04-10,1344,0.08779761904761904
NYU,2018-04-11,1343,0.08637379002233805
NYU,2018-04-12,1342,0.08867362146050671
NYU,2018-04-13,1232,0.09090909090909091
NYU,2018-04-14,1349,0.08821349147516679
NYU,2018-04-15,1210,0.09586776859504133
NYU,2018-04-16,1234,0.08833063209076175
NYU,2018-04-17,1245,0.09718875502008033
NYU,2018-04-18,1227,0.07497962510187449
NYU,2018-04-19,1238,0.09046849757673667
NYU,2018-04-20,1241,0.08783239323126511
NYU,2018-04-21,1334,0.07946026986506746
NYU,2018-04-22,1204,0.07724252491694353
NYU,2018-04-23,1277,0.07909162098668755
NYU,2018-04-24,1296,0.0933641975308642
NYU,2018-04-25,1282,0.09516380655226209
NYU,2018-04-26,1205,0.0954356846473029
NYU,2018-04-27,1259,0.0778395552025417
NYU,2018-04-28,1239,0.07506053268765134
NYU,2018-04-29,1238,0.08239095315024232
NYU,2018-04-30,1280,0.08046875
NYU,2018-05-01,1125,0.09333333333333334
NYU,2018-05-02,1093,0.10064043915827996
NYU,2018-05-03,1099,0.09281164695177434
NYU,2018-05-04,1109,0.09738503155996393
NYU,2018-05-05,1252,0.09105431309904154
NYU,2018-05-06,1248,0.08173076923076923
NYU,2018-05-07,1237,0.09539207760711399
NYU,2018-05-08,1234,0.08346839546191248
NYU,2018-05-09,1187,0.11036225779275484
NYU,2018-05-10,1219,0.08367514356029532
NYU,2018-05-11,1174,0.08858603066439523
NYU,2018-05-12,1255,0.08525896414342629
NYU,2018-05-13,1237,0.0719482619240097
NYU,2018-05-14,1182,0.0727580372250423
NYU,2018-05-15,1179,0.11535199321458864
NYU,2018-05-16,1167,0.08826049700085689
NYU,2018-05-17,1257,0.09069212410501193
NYU,2018-05-18,1288,0.08385093167701864
NYU,2018-05-19,1224,0.10212418300653595
NYU,2018-05-20,1175,0.1123404255319149
NYU,2018-05-21,1178,0.09252971137521222
NYU,2018-05-22,1207,0.0927920463960232
NYU,2018-05-23,1201,0.09908409658617819
NYU,2018-05-24,1095,0.1050228310502283
NYU,2018-05-25,1126,0.09680284191829484
NYU,2018-05-26,1018,0.10609037328094302
NYU,2018-05-27,1170,0.08461538461538462
NYU,2018-05-28,1160,0.08793103448275862
NYU,2018-05-29,1105,0.10678733031674208
NYU,2018-05-30,1210,0.1024793388429752
NYU,2018-05-31,1220,0.07950819672131147
NYU,2018-06-01,1133,0.09796999117387467
NYU,2018-06-02,1103,0.09519492293744333
NYU,2018-06-03,1135,0.07136563876651983
NYU,2018-06-04,1102,0.08257713248638839
NYU,2018-06-05,1136,0.0880281690140845
NYU,2018-06-06,1202,0.10815307820299501
NYU,2018-06-07,1146,0.10296684118673648
NYU,2018-06-08,1102,0.09528130671506352
NYU,2018-06-09,1142,0.10245183887915937
NYU,2018-06-10,1086,0.08011049723756906
NYU,2018-06-11,1071,0.08496732026143791
NYU,2018-06-12,1104,0.09057971014492754
NYU,2018-06-13,1139,0.09920983318700614
NYU,2018-06-14,1057,0.10690633869441817
NYU,2018-06-15,1156,0.092560553633218
NYU,2018-06-16,1006,0.10139165009940358
NYU,2018-06-17,985,0.11370558375634518
NYU,2018-06-18,1009,0.11298315163528246
NYU,2018-06-19,1005,0.10746268656716418
NYU,2018-06-20,1079,0.09823911028730306
NYU,2018-06-21,1099,0.11101000909918107
NYU,2018-06-22,1075,0.07906976744186046
NYU,2018-06-23,1135,0.0801762114537445
NYU,2018-06-24,1385,0.08086642599277978
NYU,2018-06-25,1063,0.1006585136406397
NYU,2018-06-26,1048,0.10877862595419847
NYU,2018-06-27,1071,0.09803921568627451
NYU,2018-06-28,984,0.11077235772357724
NYU,2018-06-29,938,0.11833688699360341
NYU,2018-06-30,869,0.142692750287687
NYU,2018-07-01,905,0.1270718232044199
NYU,2018-07-02,870,0.11609195402298851
NYU,2018-07-03,914,0.1422319474835886
NYU,2018-07-04,957,0.1013584117032393
NYU,2018-07-05,897,0.10367892976588629
NYU,2018-07-06,932,0.10300429184549356
NYU,2018-07-07,995,0.10854271356783919
NYU,2018-07-08,927,0.10140237324703344
NYU,2018-07-09,929,0.1054897739504844
NYU,2018-07-10,864,0.10185185185185185
NYU,2018-07-11,920,0.1108695652173913
NYU,2018-07-12,913,0.11062431544359255
NYU,2018-07-13,955,0.10157068062827225
NYU,2018-07-14,844,0.10900473933649289
NYU,2018-07-15,988,0.08906882591093117
NYU,2018-07-16,884,0.09841628959276018
NYU,2018-07-17,926,0.10691144708423327
NYU,2018-07-18,872,0.10779816513761468
NYU,2018-07-19,912,0.10416666666666667
NYU,2018-07-20,918,0.10893246187363835
NYU,2018-07-21,939,0.10756123535676251
NYU,2018-07-22,959,0.10948905109489052
NYU,2018-07-23,912,0.08662280701754387
NYU,2018-07-24,905,0.09834254143646409
NYU,2018-07-25,990,0.08787878787878788
NYU,2018-07-26,905,0.09944751381215469
NYU,2018-07-27,962,0.12058212058212059
NYU,2018-07-28,945,0.07513227513227513
NYU,2018-07-29,958,0.10751565762004175
NYU,2018-07-30,940,0.1127659574468085
NYU,2018-07-31,917,0.0916030534351145
NYU,2018-08-01,907,0.11686879823594266
NYU,2018-08-02,1026,0.11793372319688109
NYU,2018-08-03,1003,0.1156530408773679
NYU,2018-08-04,988,0.12955465587044535
NYU,2018-08-05,936,0.10790598290598291
NYU,2018-08-06,939,0.0979765708200213
NYU,2018-08-07,957,0.10553814002089865
NYU,2018-08-08,964,0.10892116182572614
NYU,2018-08-09,942,0.09235668789808917
NYU,2018-08-10,1010,0.09504950495049505
NYU,2018-08-11,1076,0.12732342007434944
NYU,2018-08-12,1009,0.10505450941526263
NYU,2018-08-13,1088,0.10845588235294118
NYU,2018-08-14,1081,0.09805735430157261
NYU,2018-08-15,1049,0.09914204003813155
NYU,2018-08-16,984,0.10670731707317073
NYU,2018-08-17,1012,0.1007905138339921
NYU,2018-08-18,1039,0.13185755534167468
NYU,2018-08-19,1126,0.0941385435168739
NYU,2018-08-20,1111,0.1116111611161116
NYU,2018-08-21,1130,0.1
NYU,2018-08-22,1079,0.10194624652455977
NYU,2018-08-23,1100,0.09818181818181818
NYU,2018-08-24,1064,0.1137218045112782
NYU,2018-08-25,1099,0.08735213830755233
NYU,2018-08-26,1058,0.10207939508506617
NYU,2018-08-27,1086,0.11049723756906077
NYU,2018-08-28,981,0.11824668705402651
NYU,2018-08-29,961,0.10822060353798127
NYU,2018-08-30,1079,0.10472659870250231
NYU,2018-08-31,1128,0.09308510638297872
NYU,2018-09-01,1172,0.08447098976109214
NYU,2018-09-02,1140,0.07368421052631578
NYU,2018-09-03,1037,0.10318225650916105
NYU,2018-09-04,978,0.11247443762781185
NYU,2018-09-05,1082,0.11460258780036968
NYU,2018-09-06,1061,0.11687087653157399
NYU,2018-09-07,1217,0.1018898931799507
NYU,2018-09-08,1240,0.09596774193548387
NYU,2018-09-09,1235,0.09473684210526316
NYU,2018-09-10,1161,0.08871662360034453
NYU,2018-09-11,1106,0.09945750452079566
NYU,2018-09-12,1146,0.09424083769633508
NYU,2018-09-13,1173,0.0937766410912191
NYU,2018-09-14,1194,0.11222780569514237
NYU,2018-09-15,1200,0.08583333333333333
NYU,2018-09-16,1143,0.09798775153105861
NYU,2018-09-17,1143,0.10148731408573929
NYU,2018-09-18,1184,0.10388513513513513
NYU,2018-09-19,1147,0.1002615518744551
NYU,2018-09-20,1210,0.09338842975206611
NYU,2018-09-21,1203,0.09060681629260182
NYU,2018-09-22,1210,0.08760330578512397
NYU,2018-09-23,1205,0.07717842323651453
NYU,2018-09-24,1260,0.08571428571428572
NYU,2018-09-25,1242,0.11030595813204509
NYU,2018-09-26,1116,0.0967741935483871
NYU,2018-09-27,1277,0.08379013312451057
NYU,2018-09-28,1238,0.0864297253634895
NYU,2018-09-29,1218,0.09688013136288999
NYU,2018-09-30,1229,0.096826688364524
NYU,2018-10-01,1213,0.09810387469084914
NYU,2018-10-02,1249,0.09847878302642114
NYU,2018-10-03,1225,0.08816326530612245
NYU,2018-10-04,1182,0.09560067681895093
NYU,2018-10-05,1218,0.08292282430213464
NYU,2018-10-06,1198,0.08931552587646077
NYU,2018-10-07,1237,0.10428455941794665
NYU,2018-10-08,1237,0.06628940986257073
NYU,2018-10-09,1259,0.10007942811755362
NYU,2018-10-10,1209,0.11166253101736973
NYU,2018-10-11,1252,0.1253993610223642
NYU,2018-10-12,1302,0.07757296466973887
NYU,2018-10-13,1239,0.08393866020984665
NYU,2018-10-14,1293,0.08739365815931942
NYU,2018-10-15,1284,0.08644859813084112
NYU,2018-10-16,1260,0.09047619047619047
NYU,2018-10-17,1305,0.09195402298850575
NYU,2018-10-18,1294,0.10123647604327667
NYU,2018-10-19,1289,0.09154383242823895
NYU,2018-10-20,1283,0.07950116913484022
NYU,2018-10-21,1310,0.09541984732824428
NYU,2018-10-22,1252,0.09664536741214058
NYU,2018-10-23,1279,0.09225957779515247
NYU,2018-10-24,1368,0.08406432748538012
NYU,2018-10-25,1258,0.09379968203497616
NYU,2018-10-26,1322,0.09833585476550681
NYU,2018-10-27,1318,0.11532625189681335
NYU,2018-10-28,1247,0.08901363271852446
NYU,2018-10-29,1244,0.08440514469453377
NYU,2018-10-30,1316,0.07522796352583587
NYU,2018-10-31,1254,0.07097288676236045
NYU,2018-11-01,1323,0.09070294784580499
NYU,2018-11-02,1223,0.07277187244480784
NYU,2018-11-03,1366,0.09004392386530015
NYU,2018-11-04,1286,0.07853810264385692
NYU,2018-11-05,1262,0.08478605388272584
NYU,2018-11-06,1219,0.09762100082034454
NYU,2018-11-07,1348,0.09495548961424333
NYU,2018-11-08,1290,0.08217054263565891
NYU,2018-11-09,1308,0.12920489296636087
NYU,2018-11-10,1231,0.0926076360682372
NYU,2018-11-11,1250,0.0848
NYU,2018-11-12,1317,0.0888382687927107
NYU,2018-11-13,1253,0.08060654429369513
NYU,2018-11-14,1284,0.11370716510903427
NYU,2018-11-15,1238,0.13974151857835218
NYU,2018-11-16,1286,0.09175738724727839
NYU,2018-11-17,1273,0.08091123330714847
NYU,2018-11-18,1273,0.09897879025923016
NYU,2018-11-19,1330,0.08270676691729323
NYU,2018-11-20,1298,0.1016949152542373
NYU,2018-11-21,1297,0.09252120277563608
NYU,2018-11-22,1222,0.14811783960720132
NYU,2018-11-23,1218,0.11083743842364532
NYU,2018-11-24,1262,0.09904912836767037
NYU,2018-11-25,1365,0.08205128205128205
NYU,2018-11-26,1275,0.1192156862745098
NYU,2018-11-27,1289,0.08688906128782002
NYU,2018-11-28,1303,0.10053722179585571
NYU,2018-11-29,1306,0.09264931087289434
NYU,2018-11-30,1277,0.10415035238841033
NYU,2018-12-01,1352,0.08210059171597633
NYU,2018-12-02,1347,0.09799554565701558
NYU,2018-12-03,1295,0.08648648648648649
NYU,2018-12-04,1260,0.09444444444444444
NYU,2018-12-05,1293,0.10904872389791183
NYU,2018-12-06,1270,0.10866141732283464
NYU,2018-12-07,1251,0.11430855315747403
NYU,2018-12-08,1258,0.11128775834658187
NYU,2018-12-09,1235,0.1311740890688259
NYU,2018-12-10,1292,0.09442724458204334
NYU,2018-12-11,1292,0.1130030959752322
NYU,2018-12-12,1294,0.09969088098918083
NYU,2018-12-13,1247,0.10264635124298316
NYU,2018-12-14,1302,0.07987711213517665
NYU,2018-12-15,1365,0.10183150183150183
NYU,2018-12-16,1341,0.1297539149888143
NYU,2018-12-17,1318,0.0819423368740516
NYU,2018-12-18,1256,0.10828025477707007
NYU,2018-12-19,1330,0.11052631578947368
NYU,2018-12-20,1306,0.09647779479326186
NYU,2018-12-21,1280,0.1328125
NYU,2018-12-22,1282,0.09516380655226209
NYU,2018-12-23,1300,0.09538461538461539
NYU,2018-12-24,1229,0.08950366151342555
NYU,2018-12-25,1254,0.09888357256778309
NYU,2018-12-26,1192,0.09815436241610738
NYU,2018-12-27,1189,0.08746846089150546
NYU,2018-12-28,1248,0.11939102564102565
NYU,2018-12-29,1166,0.09691252144082332
NYU,2018-12-30,1153,0.11535125758889853
NYU,2018-12-31,1186,0.1205733558178752
Upper East Side,2018-01-02,774,0.28294573643410853
Upper East Side,2018-01-03,805,0.23975155279503105
Upper East Side,2018-01-04,755,0.28344370860927154
Upper East Side,2018-01-05,734,0.2997275204359673
Upper East Side,2018-01-06,760,0.31842105263157894
Upper East Side,2018-01-07,686,0.30029154518950435
Upper East Side,2018-01-08,802,0.24189526184538654
Upper East Side,2018-01-09,790,0.17088607594936708
Upper East Side,2018-01-10,754,0.20159151193633953
Upper East Side,2018-01-11,863,0.1772885283893395
Upper East Side,2018-01-12,834,0.2038369304556355
Upper East Side,2018-01-13,832,0.21875
Upper East Side,2018-01-14,727,0.2764786795048143
Upper East Side,2018-01-16,871,0.2158438576349024
Upper East Side,2018-01-17,831,0.22623345367027678
Upper East Side,2018-01-18,841,0.2615933412604043
Upper East Side,2018-01-19,770,0.22857142857142856
Upper East Side,2018-01-20,895,0.1888268156424581
Upper East Side,2018-01-21,817,0.17135862913096694
Upper East Side,2018-01-22,841,0.15933412604042807
Upper East Side,2018-01-23,879,0.18088737201365188
Upper East Side,2018-01-24,789,0.16476552598225602
Upper East Side,2018-01-25,812,0.20812807881773399
Upper East Side,2018-01-26,781,0.21638924455825864
Upper East Side,2018-01-27,856,0.15537383177570094
Upper East Side,2018-01-28,806,0.18362282878411912
Upper East Side,2018-01-29,816,0.16176470588235295
Upper East Side,2018-01-30,824,0.24393203883495146
Upper East Side,2018-01-31,832,0.25
Upper East Side,2018-02-01,870,0.22528735632183908
Upper East Side,2018-02-02,741,0.25371120107962214
Upper East Side,2018-02-03,849,0.2508833922261484
Upper East Side,2018-02-04,864,0.24421296296296297
Upper East Side,2018-02-05,816,0.24142156862745098
Upper East Side,2018-02-06,833,0.21008403361344538
Upper East Side,2018-02-07,887,0.33934611048478014
Upper East Side,2018-02-08,767,0.2516297262059974
Upper East Side,2018-02-09,804,0.20522388059701493
Upper East Side,2018-02-10,850,0.23529411764705882
Upper East Side,2018-02-11,830,0.19036144578313252
Upper East Side,2018-02-12,814,0.17813267813267813
Upper East Side,2018-02-13,806,0.19727047146401985
Upper East Side,2018-02-14,864,0.15162037037037038
Upper East Side,2018-02-15,896,0.16071428571428573
Upper East Side,2018-02-16,789,0.18250950570342206
Upper East Side,2018-02-17,770,0.21558441558441557
Upper East Side,2018-02-18,785,0.1681528662420382
Upper East Side,2018-02-20,834,0.17026378896882494
Upper East Side,2018-02-21,813,0.1931119311193112
Upper East Side,2018-02-22,826,0.19612590799031476
Upper East Side,2018-02-23,801,0.18851435705368288
Upper East Side,2018-02-24,854,0.15456674473067916
Upper East Side,2018-02-25,850,0.17411764705882352
Upper East Side,2018-02-26,872,0.16743119266055045
Upper East Side,2018-02-27,833,0.16566626650660263
Upper East Side,2018-02-28,882,0.1621315192743764
Upper East Side,2018-03-01,838,0.14558472553699284
Upper East Side,2018-03-02,826,0.25786924939467315
Upper East Side,2018-03-03,779,0.16944801026957637
Upper East Side,2018-03-04,825,0.16121212121212122
Upper East Side,2018-03-05,803,0.18679950186799502
Upper East Side,2018-03-06,849,0.16489988221436985
Upper East Side,2018-03-07,834,0.22661870503597123
Upper East Side,2018-03-08,848,0.18514150943396226
Upper East Side,2018-03-09,828,0.2113526570048309
Upper East Side,2018-03-10,823,0.19076549210206561
Upper East Side,2018-03-11,822,0.18369829683698297
Upper East Side,2018-03-12,818,0.18948655256723718
Upper East Side,2018-03-13,816,0.23161764705882354
Upper East Side,2018-03-14,828,0.23309178743961353
Upper East Side,2018-03-15,800,0.185
Upper East Side,2018-03-16,808,0.20668316831683167
Upper East Side,2018-03-17,386,0.37305699481865284
Upper East Side,2018-03-18,810,0.20987654320987653
Upper East Side,2018-03-19,817,0.1835985312117503
Upper East Side,2018-03-20,790,0.21772151898734177
Upper East Side,2018-03-21,804,0.2064676616915423
Upper East Side,2018-03-22,819,0.20024420024420025
Upper East Side,2018-03-23,762,0.16272965879265092
Upper East Side,2018-03-24,798,0.17293233082706766
Upper East Side,2018-03-25,805,0.19130434782608696
Upper East Side,2018-03-26,866,0.1812933025404157
Upper East Side,2018-03-27,845,0.1893491124260355
Upper East Side,2018-03-28,839,0.16090584028605484
Upper East Side,2018-03-29,794,0.16120906801007556
Upper East Side,2018-03-30,792,0.14772727272727273
Upper East Side,2018-03-31,752,0.19148936170212766
Upper East Side,2018-04-01,805,0.1565217391304348
Upper East Side,2018-04-02,797,0.18946047678795483
Upper East Side,2018-04-03,791,0.20353982300884957
Upper East Side,2018-04-04,863,0.1633835457705678
Upper East Side,2018-04-05,848,0.16273584905660377
Upper East Side,2018-04-06,836,0.16985645933014354
Upper East Side,2018-04-07,818,0.1625916870415648
Upper East Side,2018-04-08,781,0.1997439180537772
Upper East Side,2018-04-09,777,0.18532818532818532
Upper East Side,2018-04-10,817,0.15299877600979192
Upper East Side,2018-04-11,797,0.18946047678795483
